Title,Price,Address,Beds,Neighborhood,Latitude,Longitude
"440 Ontario W St Unit 8, Chicago, IL","$2,341","440 Ontario W St Unit 8, Chicago, IL",1 Bed,River North,41.8933532,-87.64018779999999
"1899 S Wabash Ave Unit 2s, Chicago, IL","$2,260","1899 S Wabash Ave Unit 2s, Chicago, IL",2 Bed,Near South Side,41.8564016,-87.6251144
"536 W Erie St Unit 1902, Chicago, IL","$4,679","536 W Erie St Unit 1902, Chicago, IL",3 Bed,River North,41.8942567,-87.642736
"536 W Erie St Unit 803, Chicago, IL","$2,177","536 W Erie St Unit 803, Chicago, IL",1 Bed,River North,41.8942567,-87.642736
"536 W Erie St Unit 803, Chicago, IL","$2,117","536 W Erie St Unit 803, Chicago, IL",1 Bed,River North,41.8942567,-87.642736
"536 W Erie St Unit 1907, Chicago, IL","$2,376","536 W Erie St Unit 1907, Chicago, IL",1 Bed,River North,41.8942567,-87.642736
"2152 W Hubbard St, Chicago, IL","$4,950","2152 W Hubbard St, Chicago, IL",Townhome for Rent,West Town,41.889808,-87.681416
"2015 W Ohio St Unit 1R, Chicago, IL","$1,450","2015 W Ohio St Unit 1R, Chicago, IL",2 Bed,West Town,41.8920785,-87.6776644
"1 W Wacker Dr Unit 85, Chicago, IL","$3,655","1 W Wacker Dr Unit 85, Chicago, IL",2 Bed,Chicago Loop,41.886334,-87.6283899
"510 W Erie St Unit 01002, Chicago, IL","$3,200","510 W Erie St Unit 01002, Chicago, IL",Condo for Rent,River North,41.8942221,-87.642276
"401 N Wabash Ave Unit 55E, Chicago, IL","$10,750","401 N Wabash Ave Unit 55E, Chicago, IL",Condo for Rent,River North,41.8888012,-87.6263094
"401 N Wabash Ave Unit 64G, Chicago, IL","$6,500","401 N Wabash Ave Unit 64G, Chicago, IL",Condo for Rent,River North,41.8888012,-87.6263094
"233 E 13th St Unit 508, Chicago, IL","$2,200","233 E 13th St Unit 508, Chicago, IL",Condo for Rent,Near South Side,41.8654277,-87.6208362
"2510 W Washington Blvd, Chicago, IL","$2,950","2510 W Washington Blvd, Chicago, IL",House for Rent,Near West Side,41.8832416,-87.68905409999999
"2705 W Lexington St Unit 2, Chicago, IL","$1,450","2705 W Lexington St Unit 2, Chicago, IL",3 Bed,Garfield Park,41.8717802,-87.6939156
"1511 S Indiana Ave Unit G, Chicago, IL","$3,200","1511 S Indiana Ave Unit G, Chicago, IL",Condo for Rent,Near South Side,41.861754,-87.621585
"709 28th W St Unit 709, Chicago, IL","$1,100","709 28th W St Unit 709, Chicago, IL",1 Bed,Bridgeport,41.8434461,-87.6444559
"2216 W 24th St Unit 1, Chicago, IL","$1,350","2216 W 24th St Unit 1, Chicago, IL",2 Bed,Lower West Side,41.8487281,-87.6813817
"130 N Garland Ct Unit 1704, Chicago, IL","$2,250","130 N Garland Ct Unit 1704, Chicago, IL",Condo for Rent,Chicago Loop,41.8840059,-87.6257667
"1629 S Prairie Ave Unit #2002, Chicago, IL","$3,400","1629 S Prairie Ave Unit #2002, Chicago, IL",Condo for Rent,Near South Side,41.8594665,-87.62038609999999
"1521 S Indiana Ave Unit M, Chicago, IL","$2,600","1521 S Indiana Ave Unit M, Chicago, IL",Condo for Rent,Near South Side,41.86162179999999,-87.6221923
"33 E Lake St Unit 1609, Chicago, IL","$3,039","33 E Lake St Unit 1609, Chicago, IL",2 Bed,Chicago Loop,41.8855492,-87.62676119999999
"156 N Wabash Ave Unit 611, Chicago, IL","$1,715","156 N Wabash Ave Unit 611, Chicago, IL",Studio,Chicago Loop,41.8848298,-87.62648930000002
"420 N Clark St Unit 1602, Chicago, IL","$2,081","420 N Clark St Unit 1602, Chicago, IL",1 Bed,River North,41.8899018,-87.6313291
"420 N Clark St Unit 81-C, Chicago, IL","$1,984","420 N Clark St Unit 81-C, Chicago, IL",1 Bed,River North,41.8899018,-87.6313291
"2318 S Oakley Ave Unit 1, Chicago, IL","$1,400","2318 S Oakley Ave Unit 1, Chicago, IL",1 Bed,Heart of Italy,41.84962910000001,-87.6834002
"870 N Milwaukee Ave Unit 0204, Chicago, IL","$2,600","870 N Milwaukee Ave Unit 0204, Chicago, IL",Condo for Rent,Pulaski Park,41.8975874,-87.65784219999999
"870 N Milwaukee Ave Unit #204, Chicago, IL","$2,700","870 N Milwaukee Ave Unit #204, Chicago, IL",Condo for Rent,Pulaski Park,41.8975874,-87.65784219999999
"1010 W Fry St Unit 1, Chicago, IL","$4,000","1010 W Fry St Unit 1, Chicago, IL",3 Bed,West Town,41.897507,-87.65240399999999
"644 N Orleans St Unit 1612, Chicago, IL","$2,667","644 N Orleans St Unit 1612, Chicago, IL",1 Bed,River North,41.89367120000001,-87.6372698
"91 W Hubbard St Unit 0s, Chicago, IL","$1,685","91 W Hubbard St Unit 0s, Chicago, IL",Studio,River North,41.88979490000001,-87.630969
"435 N Clark St Unit 2910, Chicago, IL","$1,868","435 N Clark St Unit 2910, Chicago, IL",Studio,River North,41.8902505,-87.6307448
"110 W Illinois St Unit 21, Chicago, IL","$3,295","110 W Illinois St Unit 21, Chicago, IL",2 Bed,River North,41.8909757,-87.6316882
"116 W Illinois St Unit 1-1, Chicago, IL","$2,399","116 W Illinois St Unit 1-1, Chicago, IL",1 Bed,River North,41.8910136,-87.6320186
"839 N Marshfield Ave Unit 1EAST, Chicago, IL","$2,200","839 N Marshfield Ave Unit 1EAST, Chicago, IL",Condo for Rent,West Town,41.8972269,-87.668223
"1400 W Chestnut St Unit 1, Chicago, IL","$3,600","1400 W Chestnut St Unit 1, Chicago, IL",Condo for Rent,Pulaski Park,41.898219,-87.6626
"1910 S Indiana Ave Unit #423, Chicago, IL","$2,400","1910 S Indiana Ave Unit #423, Chicago, IL",Condo for Rent,Near South Side,41.8559253,-87.6227556
"1422 W Chestnut St Unit 1F, Chicago, IL","$2,550","1422 W Chestnut St Unit 1F, Chicago, IL",3 Bed,Pulaski Park,41.8981479,-87.66341349999999
"2806 S Normal Ave Unit 1st/F, Chicago, IL","$1,100","2806 S Normal Ave Unit 1st/F, Chicago, IL",2 Bed,Bridgeport,41.8433317,-87.64007749999999
"2007 W Superior St Unit 02, Chicago, IL","$2,800","2007 W Superior St Unit 02, Chicago, IL",Condo for Rent,West Town,41.8946412,-87.6774721
"230 Michigan N Ave Unit 1308, Chicago, IL","$2,928","230 Michigan N Ave Unit 1308, Chicago, IL",2 Bed,Chicago Loop,41.8865731,-87.62490199999999
"2971 S Lyman St Unit 2, Chicago, IL","$1,500","2971 S Lyman St Unit 2, Chicago, IL",2 Bed,Bridgeport,41.8400881,-87.6547542
"1443 W Walton St Unit G, Chicago, IL","$1,500","1443 W Walton St Unit G, Chicago, IL",Condo for Rent,Pulaski Park,41.898598,-87.664108
"2336 W 24th Pl Unit 2, Chicago, IL","$1,750","2336 W 24th Pl Unit 2, Chicago, IL",2 Bed,Heart of Italy,41.8477054,-87.68452560000001
"310 Michigan Ave Unit 4307, Chicago, IL","$1,669","310 Michigan Ave Unit 4307, Chicago, IL",1 Bed,Chicago Loop,41.8872055,-87.6250199
"331 Superior W St Unit 1602, Chicago, IL","$2,200","331 Superior W St Unit 1602, Chicago, IL",1 Bed,River North,41.8953129,-87.6369381
"237 26th W St Unit 2F, Chicago, IL","$1,300","237 26th W St Unit 2F, Chicago, IL",3 Bed,Armour Square,41.8453688,-87.63333349999999
"5 S Columbus Dr Unit 07109, Chicago, IL","$2,200","5 S Columbus Dr Unit 07109, Chicago, IL",Condo for Rent,Chicago Loop,41.88261019999999,-87.620989
"225 W Huron St Unit 614, Chicago, IL","$2,680","225 W Huron St Unit 614, Chicago, IL",1 Bed,River North,41.8945484,-87.6353881
"2216 S Michigan Ave Unit 610, Chicago, IL","$1,865","2216 S Michigan Ave Unit 610, Chicago, IL",1 Bed,Near South Side,41.8524093,-87.6239413
"925 N Ashland Ave Unit UA-2R, Chicago, IL","$1,800","925 N Ashland Ave Unit UA-2R, Chicago, IL",2 Bed,Pulaski Park,41.8986877,-87.66711269999999
"2301 W 25th St Unit 2, Chicago, IL","$1,300","2301 W 25th St Unit 2, Chicago, IL",3 Bed,Heart of Italy,41.8463959,-87.6832117
"903 N Halsted St Unit 5, Chicago, IL","$2,431","903 N Halsted St Unit 5, Chicago, IL",1 Bed,Goose Island,41.8988213,-87.6477282
"2035 S Indiana Ave Unit 211, Chicago, IL","$1,600","2035 S Indiana Ave Unit 211, Chicago, IL",Condo for Rent,Near South Side,41.8547689,-87.62182779999999
"1823 S Fairfield Ave Unit 1, Chicago, IL","$1,650","1823 S Fairfield Ave Unit 1, Chicago, IL",3 Bed,Marshall Square,41.8566988,-87.6940157
"159 W Erie St Unit 132, Chicago, IL","$3,521","159 W Erie St Unit 132, Chicago, IL",2 Bed,River North,41.893786,-87.6334978
"412 W Chicago Ave Unit 129, Chicago, IL","$3,660","412 W Chicago Ave Unit 129, Chicago, IL",2 Bed,Cabrini-Green,41.8969783,-87.6392599
"412 W Chicago Ave Unit 129-1D, Chicago, IL","$2,670","412 W Chicago Ave Unit 129-1D, Chicago, IL",1 Bed,Cabrini-Green,41.8969783,-87.6392599
"837 N Wolcott Ave Unit #1, Chicago, IL","$3,200","837 N Wolcott Ave Unit #1, Chicago, IL",3 Bed,West Town,41.8970211,-87.6743879
"2824 W Van Buren St Unit 101, Chicago, IL","$2,200","2824 W Van Buren St Unit 101, Chicago, IL",Condo for Rent,Garfield Park,41.876227,-87.69713700000001
"2824 W Van Buren St Unit 201, Chicago, IL","$2,250","2824 W Van Buren St Unit 201, Chicago, IL",Condo for Rent,Garfield Park,41.876227,-87.69713700000001
"2824 W Van Buren St Unit 301, Chicago, IL","$2,300","2824 W Van Buren St Unit 301, Chicago, IL",Condo for Rent,Garfield Park,41.876227,-87.69713700000001
"755 N Orleans St Unit 609, Chicago, IL","$3,000","755 N Orleans St Unit 609, Chicago, IL",Condo for Rent,River North,41.8960391,-87.63714829999999
"700 N LaSalle Dr Unit 125, Chicago, IL","$3,300","700 N LaSalle Dr Unit 125, Chicago, IL",2 Bed,River North,41.8950618,-87.6329418
"641 Clark N St Unit 1, Chicago, IL","$4,139","641 Clark N St Unit 1, Chicago, IL",3 Bed,River North,41.89377899999999,-87.63085939999999
"700 N LaSalle Dr Unit 125-2, Chicago, IL","$3,300","700 N LaSalle Dr Unit 125-2, Chicago, IL",2 Bed,River North,41.8950618,-87.6329418
"847 N Larrabee St Unit 3R, Chicago, IL","$2,520","847 N Larrabee St Unit 3R, Chicago, IL",2 Bed,Cabrini-Green,41.898114,-87.642676
"2168 S Indiana Ave Unit 1l, Chicago, IL","$1,990","2168 S Indiana Ave Unit 1l, Chicago, IL",1 Bed,Near South Side,41.8528986,-87.6222138
"2168 S Indiana Ave Unit 2s, Chicago, IL","$2,365","2168 S Indiana Ave Unit 2s, Chicago, IL",2 Bed,Near South Side,41.8528986,-87.6222138
"2168 S Indiana Ave Unit 2l, Chicago, IL","$2,730","2168 S Indiana Ave Unit 2l, Chicago, IL",2 Bed,Near South Side,41.8528986,-87.6222138
"2651 W 21st St Unit 1, Chicago, IL","$1,200","2651 W 21st St Unit 1, Chicago, IL",3 Bed,Marshall Square,41.85357,-87.6925995
"2323 S Wabash Ave Unit 5, Chicago, IL","$3,200","2323 S Wabash Ave Unit 5, Chicago, IL",Condo for Rent,Near South Side,41.8501468,-87.62494699999999
"825 N Hudson Ave Unit 4b, Chicago, IL","$3,214","825 N Hudson Ave Unit 4b, Chicago, IL",2 Bed,Cabrini-Green,41.8974481,-87.6395718
"873 N Larrabee St Unit #503, Chicago, IL","$2,900","873 N Larrabee St Unit #503, Chicago, IL",Condo for Rent,Cabrini-Green,41.8986394,-87.64269650000001
"224 N Michigan Ave Unit 611, Chicago, IL","$1,670","224 N Michigan Ave Unit 611, Chicago, IL",Studio,Chicago Loop,41.8864545,-87.624764
"33 W Ontario St Unit 47C*, Chicago, IL","$2,075","33 W Ontario St Unit 47C*, Chicago, IL",Condo for Rent,River North,41.893042,-87.62924699999999
"151 E Wacker Dr Unit 3004, Chicago, IL","$1,800","151 E Wacker Dr Unit 3004, Chicago, IL",1 Bed,Chicago Loop,41.8877218,-87.6228383
"151 Wacker E Dr Unit 202, Chicago, IL","$1,409","151 Wacker E Dr Unit 202, Chicago, IL",1 Bed,Chicago Loop,41.8877218,-87.6228383
"600 N State St Unit 1608, Chicago, IL","$1,659","600 N State St Unit 1608, Chicago, IL",Studio,River North,41.8928736,-87.62835059999999
"2145 W Chicago Ave Unit 1, Chicago, IL","$1,800","2145 W Chicago Ave Unit 1, Chicago, IL",3 Bed,West Town,41.8956431,-87.68125669999999
"222 N Columbus Dr Unit 4609, Chicago, IL","$3,050","222 N Columbus Dr Unit 4609, Chicago, IL",2 Bed,Chicago Loop,41.8865605,-87.6215903
"226 Columbus N Dr Unit 0s, Chicago, IL","$1,685","226 Columbus N Dr Unit 0s, Chicago, IL",Studio,Chicago Loop,41.8871877,-87.6207905
"1229 W 31st St Unit 1, Chicago, IL","$1,375","1229 W 31st St Unit 1, Chicago, IL",2 Bed,Bridgeport,41.8376807,-87.6571304
"2931 S Canal St Unit 1F, Chicago, IL","$1,000","2931 S Canal St Unit 1F, Chicago, IL",2 Bed,Bridgeport,41.84085229999999,-87.6375477
"201 E Illinois St Unit 1709, Chicago, IL","$2,199","201 E Illinois St Unit 1709, Chicago, IL",1 Bed,Streeterville,41.8907095,-87.6210026
"472 Erie W St Unit 1102, Chicago, IL","$4,740","472 Erie W St Unit 1102, Chicago, IL",3 Bed,River North,41.894073,-87.641128
"857 N Hoyne Ave Unit 1, Chicago, IL","$1,830","857 N Hoyne Ave Unit 1, Chicago, IL",2 Bed,West Town,41.8975514,-87.67924269999999
"816 N Leavitt St Unit 1F, Chicago, IL","$1,600","816 N Leavitt St Unit 1F, Chicago, IL",Condo for Rent,West Town,41.8964348,-87.6822195
"300 E North Water St Unit 1305, Chicago, IL","$2,995","300 E North Water St Unit 1305, Chicago, IL",2 Bed,Streeterville,41.890273,-87.61993439999999
"300 E North Water St Unit 2002, Chicago, IL","$2,250","300 E North Water St Unit 2002, Chicago, IL",1 Bed,Streeterville,41.890273,-87.61993439999999
"2933 W Adams St Unit 1, Chicago, IL","$1,375","2933 W Adams St Unit 1, Chicago, IL",2 Bed,Garfield Park,41.8780941,-87.6999884
"2750 W Cermak Rd Unit 3F, Chicago, IL","$1,425","2750 W Cermak Rd Unit 3F, Chicago, IL",2 Bed,Marshall Square,41.8521426,-87.69502229999999
"820 N LaSalle Dr Unit 11-1, Chicago, IL","$2,273","820 N LaSalle Dr Unit 11-1, Chicago, IL",1 Bed,Near North,41.8973002,-87.6330205
"820 N LaSalle Dr Unit 2902, Chicago, IL","$1,747","820 N LaSalle Dr Unit 2902, Chicago, IL",Studio,Near North,41.8973002,-87.6330205
"725 W 34th St Unit 1, Chicago, IL","$1,950","725 W 34th St Unit 1, Chicago, IL",Condo for Rent,Bridgeport,41.8324443,-87.6447484
"2652 W 23rd Pl Unit 2, Chicago, IL","$1,795","2652 W 23rd Pl Unit 2, Chicago, IL",3 Bed,Marshall Square,41.849433,-87.6925838
"2652 W 23rd Pl Unit 3, Chicago, IL","$1,695","2652 W 23rd Pl Unit 3, Chicago, IL",3 Bed,Marshall Square,41.849433,-87.6925838
"3008 W Flournoy St Unit 3, Chicago, IL","$1,350","3008 W Flournoy St Unit 3, Chicago, IL",Condo for Rent,Garfield Park,41.8730943,-87.7014244
"2650 W 23rd Pl Unit 3, Chicago, IL","$1,795","2650 W 23rd Pl Unit 3, Chicago, IL",3 Bed,Marshall Square,41.849474,-87.69249599999999
"525 N Michigan Ave Unit 1512F, Chicago, IL","$1,750","525 N Michigan Ave Unit 1512F, Chicago, IL",Condo for Rent,Streeterville,41.8915274,-87.62383229999999
"2550 S Wabash Ave Unit 207, Chicago, IL","$3,350","2550 S Wabash Ave Unit 207, Chicago, IL",3 Bed,Near South Side,41.8457887,-87.6258105
"710 N State St Unit 2303, Chicago, IL","$2,645","710 N State St Unit 2303, Chicago, IL",2 Bed,River North,41.8951622,-87.62840279999999
"2726 W 23rd St Unit 2, Chicago, IL","$1,100","2726 W 23rd St Unit 2, Chicago, IL",1 Bed,Marshall Square,41.8502986,-87.69410380000001
"439 E Erie St Unit 5201, Chicago, IL","$1,685","439 E Erie St Unit 5201, Chicago, IL",Studio,Streeterville,41.8939463,-87.61652169999999
"1101 N Marshfield Ave Unit 2REAR, Chicago, IL","$1,650","1101 N Marshfield Ave Unit 2REAR, Chicago, IL",Condo for Rent,West Town,41.90235790000001,-87.6684203
"2862 W 21st St Unit 1R, Chicago, IL","$1,295","2862 W 21st St Unit 1R, Chicago, IL",2 Bed,Marshall Square,41.8539478,-87.6979503
"751 N State St Unit 08, Chicago, IL","$3,363","751 N State St Unit 08, Chicago, IL",2 Bed,River North,41.8963676,-87.6279868
"3235 S Racine Ave Unit 3F, Chicago, IL","$1,150","3235 S Racine Ave Unit 3F, Chicago, IL",2 Bed,Bridgeport,41.8350513,-87.65566609999999
"865 LaSalle N Dr Unit 1s, Chicago, IL","$1,960","865 LaSalle N Dr Unit 1s, Chicago, IL",1 Bed,Near North,41.8985578,-87.6324916
"848 N Oakley Blvd Unit 002, Chicago, IL","$2,100","848 N Oakley Blvd Unit 002, Chicago, IL",3 Bed,West Town,41.8972217,-87.6847186
"2853 W 21st Pl Unit 1R, Chicago, IL","$1,200","2853 W 21st Pl Unit 1R, Chicago, IL",2 Bed,Marshall Square,41.8526198,-87.69752400000002
"118 E Erie St Unit 18B, Chicago, IL","$6,500","118 E Erie St Unit 18B, Chicago, IL",Condo for Rent,River North,41.8942887,-87.6246388
"1237 W 32nd Pl Unit grdr, Chicago, IL","$1,200","1237 W 32nd Pl Unit grdr, Chicago, IL",1 Bed,Bridgeport,41.8349976,-87.65738019999999
"2937 W Washington Blvd Unit 2, Chicago, IL","$1,150","2937 W Washington Blvd Unit 2, Chicago, IL",3 Bed,Garfield Park,41.882628,-87.7002874
"1611 W Division St Unit 1105, Chicago, IL","$2,165","1611 W Division St Unit 1105, Chicago, IL",1 Bed,West Town,41.9031445,-87.66801819999999
"1611 W Division St Unit 606, Chicago, IL","$2,195","1611 W Division St Unit 606, Chicago, IL",1 Bed,West Town,41.9031445,-87.66801819999999
"3133 S Parnell Ave Unit 3, Chicago, IL","$1,400","3133 S Parnell Ave Unit 3, Chicago, IL",2 Bed,Bridgeport,41.8371078,-87.6399119
"300 E Illinois St Unit 303, Chicago, IL","$3,200","300 E Illinois St Unit 303, Chicago, IL",2 Bed,Streeterville,41.8912161,-87.6199899
"455 Park N Dr Unit 0309, Chicago, IL","$2,524","455 Park N Dr Unit 0309, Chicago, IL",1 Bed,Streeterville,41.8898514,-87.6190551
"1034 Orleans N Ct, Chicago, IL","$5,000","1034 Orleans N Ct, Chicago, IL",Townhome for Rent,Near North Side,41.9014363,-87.63754209999999
"460 E Waterside Dr Unit 1806, Chicago, IL","$2,600","460 E Waterside Dr Unit 1806, Chicago, IL",Condo for Rent,Chicago Loop,41.8869176,-87.6153665
"100 E Huron St Unit 4303, Chicago, IL","$10,000","100 E Huron St Unit 4303, Chicago, IL",Condo for Rent,Streeterville,41.8935881,-87.62386920000002
"2215 W Augusta Blvd Unit 2E, Chicago, IL","$2,400","2215 W Augusta Blvd Unit 2E, Chicago, IL",Condo for Rent,West Town,41.8991764,-87.682661
"195 N Harbor Dr Unit 5407, Chicago, IL","$2,000","195 N Harbor Dr Unit 5407, Chicago, IL",Condo for Rent,Chicago Loop,41.8855212,-87.6146956
"195 N Harbor Dr Unit #1109, Chicago, IL","$1,600","195 N Harbor Dr Unit #1109, Chicago, IL",Condo for Rent,Chicago Loop,41.8855212,-87.6146956
"2907 Fulton W St Unit 2, Chicago, IL","$1,750","2907 Fulton W St Unit 2, Chicago, IL",2 Bed,Garfield Park,41.8863722,-87.69926939999999
"3232 S Union Ave Unit 1, Chicago, IL","$1,250","3232 S Union Ave Unit 1, Chicago, IL",2 Bed,Bridgeport,41.8352367,-87.6440557
"2100 S Marshall Blvd Unit 708, Chicago, IL","$1,500","2100 S Marshall Blvd Unit 708, Chicago, IL",2 Bed,Marshall Square,41.8534966,-87.6999316
"2100 S Marshall Blvd Unit 602, Chicago, IL","$1,800","2100 S Marshall Blvd Unit 602, Chicago, IL",2 Bed,Marshall Square,41.8534966,-87.6999316
"450 E Waterside Dr Unit 709, Chicago, IL","$3,000","450 E Waterside Dr Unit 709, Chicago, IL",Condo for Rent,Chicago Loop,41.887094,-87.61537779999999
"600 N Fairbanks Ct Unit 03201, Chicago, IL","$6,500","600 N Fairbanks Ct Unit 03201, Chicago, IL",Condo for Rent,Streeterville,41.8930002,-87.6206148
"1034 N Wells St Unit 1001, Chicago, IL","$3,123","1034 N Wells St Unit 1001, Chicago, IL",2 Bed,Near North,41.9018199,-87.6355265
"3127 W 15th St Unit 1 fl rear, Chicago, IL",$925,"3127 W 15th St Unit 1 fl rear, Chicago, IL",2 Bed,North Lawndale,41.86104880000001,-87.7041562
"1901 W Division St Unit #3N, Chicago, IL","$3,995","1901 W Division St Unit #3N, Chicago, IL",Condo for Rent,West Town,41.902927,-87.675005
"622 N Fairbanks Ct Unit 3816, Chicago, IL","$1,675","622 N Fairbanks Ct Unit 3816, Chicago, IL",1 Bed,Streeterville,41.8931592,-87.620536
"457 E Ohio St Unit 1s, Chicago, IL","$1,675","457 E Ohio St Unit 1s, Chicago, IL",1 Bed,Streeterville,41.8924583,-87.61579139999999
"2415 W Walton St Unit 2R, Chicago, IL","$1,550","2415 W Walton St Unit 2R, Chicago, IL",2 Bed,West Town,41.8982684,-87.6875799
"1215 N Wolcott Ave Unit 1, Chicago, IL","$4,295","1215 N Wolcott Ave Unit 1, Chicago, IL",4 Bed,West Town,41.9037201,-87.6745445
"1261 N Paulina St Unit 003, Chicago, IL","$4,200","1261 N Paulina St Unit 003, Chicago, IL",Condo for Rent,West Town,41.905004,-87.669489
"323 E Ontario St Unit 18, Chicago, IL","$1,888","323 E Ontario St Unit 18, Chicago, IL",1 Bed,Streeterville,41.8932526,-87.6193088
"345 E Eastgate Pl Unit 503, Chicago, IL","$1,350","345 E Eastgate Pl Unit 503, Chicago, IL",Condo for Rent,Near South Side,41.8465011,-87.6186106
"204 W Hill St Unit 912, Chicago, IL","$2,025","204 W Hill St Unit 912, Chicago, IL",Studio,Near North,41.9022538,-87.6353565
"111 E Chestnut St Unit 33A, Chicago, IL","$4,100","111 E Chestnut St Unit 33A, Chicago, IL",Condo for Rent,Streeterville,41.8978884,-87.62519379999999
"356 E Ohio St Unit 12-C, Chicago, IL","$2,343","356 E Ohio St Unit 12-C, Chicago, IL",1 Bed,Streeterville,41.8927377,-87.6183379
"50 E Chestnut St Unit 1401*, Chicago, IL","$17,000","50 E Chestnut St Unit 1401*, Chicago, IL",Condo for Rent,Streeterville,41.8985897,-87.6261037
"1534 N Kedzie Ave Unit 3G, Chicago, IL","$1,250","1534 N Kedzie Ave Unit 3G, Chicago, IL",1 Bed,West Town,41.90943980000001,-87.7074279
"1524 N Kedzie Ave Unit 2, Chicago, IL","$1,395","1524 N Kedzie Ave Unit 2, Chicago, IL",1 Bed,Humboldt Park,41.90905100000001,-87.7072323
"1317 N Larrabee St Unit 305, Chicago, IL","$4,300","1317 N Larrabee St Unit 305, Chicago, IL",Condo for Rent,Cabrini-Green,41.9053523,-87.6430383
"2020 W Division St Unit 2, Chicago, IL","$3,300","2020 W Division St Unit 2, Chicago, IL",3 Bed,West Town,41.90334989999999,-87.67819469999999
"415 E North Water St Unit 802, Chicago, IL","$3,700","415 E North Water St Unit 802, Chicago, IL",Condo for Rent,Streeterville,41.8892191,-87.6164823
"1400 N Halsted St Unit 611, Chicago, IL","$2,401","1400 N Halsted St Unit 611, Chicago, IL",1 Bed,Goose Island,41.9064842,-87.6485376
"205 E Chestnut St Unit 1, Chicago, IL","$1,610","205 E Chestnut St Unit 1, Chicago, IL",1 Bed,Streeterville,41.8979405,-87.6239891
"205 E Chestnut St Unit S, Chicago, IL","$1,415","205 E Chestnut St Unit S, Chicago, IL",Studio,Streeterville,41.8979405,-87.6239891
"1347 N Ashland Ave Unit 2N, Chicago, IL","$3,100","1347 N Ashland Ave Unit 2N, Chicago, IL",Condo for Rent,Pulaski Park,41.906533,-87.66736499999999
"2346 S Marshall Blvd Unit 2, Chicago, IL","$1,200","2346 S Marshall Blvd Unit 2, Chicago, IL",2 Bed,Marshall Square,41.8486719,-87.699604
"2253 S Whipple St Unit G, Chicago, IL","$1,500","2253 S Whipple St Unit G, Chicago, IL",3 Bed,Marshall Square,41.8502867,-87.70130759999999
"2253 Whipple S St Unit 1, Chicago, IL","$1,575","2253 Whipple S St Unit 1, Chicago, IL",3 Bed,Marshall Square,41.8502867,-87.70130759999999
"1243 N Damen Ave Unit 1FR, Chicago, IL","$1,900","1243 N Damen Ave Unit 1FR, Chicago, IL",Condo for Rent,West Town,41.9045061,-87.67700970000001
"2901 S Michigan Ave Unit 404, Chicago, IL","$1,350","2901 S Michigan Ave Unit 404, Chicago, IL",Condo for Rent,South Commons,41.8417533,-87.6229125
"1421 Halsted N St Unit 4s, Chicago, IL","$2,250","1421 Halsted N St Unit 4s, Chicago, IL",Condo for Rent,Goose Island,41.9070575,-87.6479061
"645 N McClurg Ct Unit 32-1, Chicago, IL","$2,140","645 N McClurg Ct Unit 32-1, Chicago, IL",1 Bed,Streeterville,41.8942393,-87.61855849999999
"1424 N Halsted St Unit 501, Chicago, IL","$3,800","1424 N Halsted St Unit 501, Chicago, IL",2 Bed,Goose Island,41.9073162,-87.6484017
"3336 S Parnell Ave Unit 3rd floor, Chicago, IL","$1,500","3336 S Parnell Ave Unit 3rd floor, Chicago, IL",3 Bed,Bridgeport,41.8333634,-87.6403986
"723 W 34th St Unit 1, Chicago, IL","$1,875","723 W 34th St Unit 1, Chicago, IL",Condo for Rent,Bridgeport,41.8324513,-87.64469179999999
"340 Superior E St Unit 1309, Chicago, IL","$2,630","340 Superior E St Unit 1309, Chicago, IL",1 Bed,River North,41.8957819,-87.6377244
"340 Superior E St Unit 211, Chicago, IL","$2,553","340 Superior E St Unit 211, Chicago, IL",1 Bed,Streeterville,41.89607609999999,-87.6187803
"848 W Eastman St Unit 102, Chicago, IL","$4,093","848 W Eastman St Unit 102, Chicago, IL",2 Bed,Goose Island,41.9074027,-87.650791
"848 W Eastman St Unit 102, Chicago, IL","$3,857","848 W Eastman St Unit 102, Chicago, IL",2 Bed,Goose Island,41.9074027,-87.650791
"530 N Lake Shore Dr Unit 3004, Chicago, IL","$4,200","530 N Lake Shore Dr Unit 3004, Chicago, IL",2 Bed,Streeterville,41.8921349,-87.6149739
"222 E Pearson St Unit #1503, Chicago, IL","$1,850","222 E Pearson St Unit #1503, Chicago, IL",Condo for Rent,Streeterville,41.8979023,-87.620689
"3207 W Washington Blvd Unit 4, Chicago, IL","$1,800","3207 W Washington Blvd Unit 4, Chicago, IL",Condo for Rent,Garfield Park,41.8824856,-87.7065142
"201 E Chestnut St Unit 215-4, Chicago, IL","$1,840","201 E Chestnut St Unit 215-4, Chicago, IL",1 Bed,Streeterville,41.898127,-87.621595
"1500 Spaulding S Ave Unit 1, Chicago, IL","$1,250","1500 Spaulding S Ave Unit 1, Chicago, IL",3 Bed,North Lawndale,41.8607726,-87.7083038
"451 E Erie St Unit 2s, Chicago, IL","$3,200","451 E Erie St Unit 2s, Chicago, IL",2 Bed,Streeterville,41.8939479,-87.6162828
"2941 25th W St Unit 1, Chicago, IL","$1,800","2941 25th W St Unit 1, Chicago, IL",4 Bed,Marshall Square,41.84625339999999,-87.69942119999999
"2313 Albany S Ave Unit 1, Chicago, IL",$730,"2313 Albany S Ave Unit 1, Chicago, IL",1 Bed,Marshall Square,41.8495338,-87.70245179999999
